Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
0:00,0.1,0.2,0.3,0.4,0.5,0.6
0:15,0.2,0.5,0.7,0.1,0.8,0.7
0:30,0.3,0.4,0.5,0.6,0.7,0.8
0:45,0.4,0.5,0.6,0.7,0.8,0.9
1:00,0.553806927,0.631043236,0.756643623,0.802848377,0.987953308,1.064285403
1:15,0.552390448,0.660786493,0.775035672,0.882165482,0.94935078,1.049136549
1:30,0.524846557,0.678809957,0.774962572,0.832718123,0.9701202,1.013081471
1:45,0.54909598,0.669394256,0.700213291,0.874470308,0.966903117,1.079230994
2:00,0.515780536,0.607938886,0.75998325,0.868690886,0.928590911,1.016224576
2:15,0.568216752,0.602201915,0.703973485,0.808552569,0.949652,1.038925453
2:30,0.599030573,0.640710828,0.756390158,0.827550488,0.987674138,1.079978251
2:45,0.539022757,0.678878676,0.762021566,0.822055634,0.949341864,1.013390264
3:00,0.542091443,0.691304958,0.705767633,0.806215497,0.989691794,1.020613166
3:15,0.505257863,0.635599784,0.767277953,0.87369066,0.945879264,1.013486342
3:30,0.544601138,0.679216217,0.744104554,0.862344931,0.952517296,1.024438026
3:45,0.582424888,0.613943461,0.73834371,0.82244001,0.948482158,1.019995855
4:00,0.534802515,0.645101869,0.781552983,0.849892668,0.988751573,1.092186614
4:15,0.511144794,0.67419858,0.76230896,0.83919937,0.938241309,1.048989673
4:30,0.510482547,0.613454971,0.718412419,0.835967244,0.980644965,1.017569851
4:45,0.564310677,0.64763663,0.704342903,0.835169585,0.989339024,1.036013123
5:00,0.526317537,0.618980943,0.709984924,0.845516383,0.997246784,1.020744324
5:15,0.508876464,0.687593639,0.785088342,0.893316099,0.911819969,1.060277445
5:30,0.5227251,0.67748064,0.769247096,0.826602307,0.973705529,1.0604717
5:45,0.569365006,0.622723785,0.773597828,0.89145773,0.920544624,1.006684509
6:00,0.589022486,0.691976577,0.778956823,0.846484513,0.957723785,1.018906779
6:15,0.526291267,0.697703482,0.760277167,0.899521239,0.918006397,1.067681254
6:30,0.588470035,0.63044674,0.754051272,0.844700136,0.907258295,1.025999023
6:45,0.543764893,0.69580037,0.716072965,0.805682453,0.946879391,1.05039688
7:00,0.53353548,0.616671418,0.769221435,0.836707678,0.995097611,1.089651054
7:15,0.536432115,0.653913532,0.727083754,0.888666522,0.940841955,1.049046305
7:30,0.598109064,0.624902157,0.778341571,0.892546989,0.906786443,1.093653429
7:45,0.543351459,0.646038257,0.708007576,0.853394265,0.93754477,1.075260955
8:00,0.503136569,0.646859043,0.725761059,0.814596435,0.939684047,1.036102416
8:15,0.581395655,0.688717578,0.721141293,0.806112855,0.998673627,1.050863494
8:30,0.52496269,0.640142976,0.738296809,0.803845463,0.96990987,1.02999934
8:45,0.569382476,0.632877136,0.701854048,0.871612753,0.901423774,1.080952148
9:00,0.540970086,0.695415373,0.704205358,0.810011306,0.933044919,1.090283537
9:15,0.530632483,0.64775838,0.72559315,0.868811476,0.942578042,1.087106823
9:30,0.545408376,0.677859115,0.772851681,0.89644252,0.932620084,1.097026587
9:45,0.599243057,0.665767367,0.719805804,0.866668027,0.978420323,1.043023506
10:00,0.584769068,0.61866332,0.754274852,0.893910783,0.937840518,1.052798644
10:15,0.543117985,0.608327057,0.753986245,0.810545468,0.995051853,1.041988499
10:30,0.599727483,0.603328811,0.787451783,0.875166426,0.991087764,1.034531812
10:45,0.595485528,0.634947818,0.740483019,0.862882828,0.955569134,1.070535335
11:00,0.581244279,0.624673878,0.7207482,0.876075051,0.92313953,1.049456968
11:15,0.54117882,0.69356486,0.783713732,0.838802087,0.967414186,1.06078994
11:30,0.551564567,0.636242951,0.7329387,0.815105961,0.938812554,1.046775598
11:45,0.564580617,0.685831088,0.764243678,0.827951687,0.956245389,1.080057932
12:00,0.594260678,0.651709151,0.759276536,0.807716777,0.976573852,1.017494256
12:15,0.544799316,0.689226253,0.7296157,0.869643262,0.968615611,1.014986472
12:30,0.530697518,0.613024119,0.721992454,0.839268073,0.94025715,1.047650498
12:45,0.57802649,0.684510214,0.727168816,0.808983945,0.976225916,1.025388252
13:00,0.564132996,0.625034274,0.719728202,0.890556381,0.905151333,1.000351672
13:15,0.553267267,0.69270312,0.754985636,0.89973998,0.960460535,1.010447774
13:30,0.54991508,0.683645162,0.703769348,0.804605481,0.928582558,1.008711793
13:45,0.517941571,0.667800455,0.773103842,0.833284332,0.992433625,1.089368984
14:00,0.581096722,0.686086263,0.793362718,0.816681468,0.976151581,1.056848932
14:15,0.504201136,0.689004895,0.767845692,0.838220542,0.952611749,1.088636184
14:30,0.523587268,0.60324625,0.729615888,0.890400217,0.907114025,1.050419011
14:45,0.524860338,0.672038272,0.754261644,0.812969196,0.961333489,1.040707705
15:00,0.573737642,0.699772645,0.709142862,0.836040193,0.941777823,1.006568098
15:15,0.535614735,0.639480743,0.715330136,0.870876944,0.917194285,1.072836899
15:30,0.530233312,0.68979229,0.720592111,0.85416094,0.937863868,1.017569247
15:45,0.585607466,0.680381567,0.706403349,0.865423662,0.972639823,1.029775099
16:00,0.578673755,0.682679958,0.739663033,0.887414996,0.960874228,1.073703636
16:15,0.515747806,0.621194446,0.785369707,0.841240345,0.958683171,1.050134288
16:30,0.552703844,0.600942608,0.75264858,0.805963524,0.95000683,1.089654293
16:45,0.595951529,0.652836583,0.789227771,0.809205545,0.953598437,1.09223213
17:00,0.510606952,0.630336531,0.789593345,0.849674273,0.946454855,1.029168637
17:15,0.532395985,0.680917645,0.711231589,0.881592252,0.940879946,1.015462989
17:30,0.530694061,0.683034861,0.701721806,0.878342898,0.966034835,1.021269085
17:45,0.536879475,0.666966341,0.701630058,0.815298399,0.971040883,1.05569538
18:00,0.599498951,0.662695791,0.781533908,0.846170927,0.990439575,1.070495201
18:15,0.505120884,0.635406339,0.70240574,0.889975988,0.919174232,1.087292209
18:30,0.573397314,0.624079002,0.767139926,0.864910016,0.927116496,1.077748553
18:45,0.514556037,0.673717689,0.720123036,0.864167111,0.996705244,1.037129135
19:00,0.573732521,0.661333546,0.759346561,0.80970888,0.930131652,1.011734255
19:15,0.561175619,0.668724404,0.727961443,0.846033312,0.933065873,1.04968121
19:30,0.505201683,0.667655316,0.728182209,0.851156855,0.923881595,1.080987079
19:45,0.52754157,0.624221693,0.787554587,0.860931298,0.921207931,1.091409324
20:00,0.513383705,0.677153889,0.72125704,0.845169609,0.974828585,1.078837685
20:15,0.595419661,0.646950646,0.701236581,0.820018315,0.965054376,1.01305893
