Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
0:00,0.1,0.2,0.3,0.4,0.5,0.6
0:15,0.2,0.5,0.7,0.1,0.8,0.7
0:30,0.3,0.4,0.5,0.6,0.7,0.8
0:45,0.4,0.5,0.6,0.7,0.8,0.9
1:00,0.550955343,0.657263783,0.791321873,0.883154865,0.939098963,1.02937964
1:15,0.535839063,0.628547197,0.798858908,0.88103333,0.994743814,1.031313637
1:30,0.513822879,0.677876561,0.700861812,0.832117815,0.925056842,1.087994466
1:45,0.592132134,0.69842033,0.784126263,0.886047912,0.974088033,1.046897128
2:00,0.530773292,0.630086808,0.733734897,0.865882077,0.986281022,1.0142813
2:15,0.521916282,0.661544653,0.763983861,0.843242596,0.946133987,1.013024819
2:30,0.562167259,0.610528183,0.793691581,0.817815439,0.917306319,1.011107482
2:45,0.593892984,0.651372231,0.798762436,0.852855446,0.985327803,1.08520007
3:00,0.581951208,0.694248313,0.714028093,0.893160288,0.989663078,1.098807063
3:15,0.520301883,0.622757447,0.74170618,0.807935141,0.920206843,1.045802012
3:30,0.508109001,0.660572597,0.722899648,0.844394988,0.97374961,1.031065372
3:45,0.522425929,0.653144071,0.758419533,0.892961563,0.916551188,1.05327739
4:00,0.505370968,0.610266894,0.796819859,0.888734752,0.993554916,1.003710694
4:15,0.555438003,0.688222181,0.720128309,0.845419667,0.908999692,1.087111878
4:30,0.523236472,0.654955775,0.740839366,0.813260011,0.973014251,1.048454947
4:45,0.542377155,0.653786657,0.746229097,0.822160267,0.978692187,1.00582102
5:00,0.568454074,0.659202423,0.774516526,0.800243127,0.914643109,1.095030229
5:15,0.516495966,0.673437836,0.79804119,0.878268578,0.985809441,1.032234935
5:30,0.508677507,0.635170286,0.728858483,0.843864997,0.966022185,1.017062847
5:45,0.589972755,0.681448596,0.759762142,0.894317086,0.963213323,1.066517932
6:00,0.511834586,0.669092778,0.771441176,0.890617241,0.937998678,1.033057748
6:15,0.568127236,0.693416834,0.751254402,0.894835679,0.944078039,1.025659203
6:30,0.577405843,0.619496858,0.757257424,0.88313608,0.978409735,1.048934735
6:45,0.572214009,0.601723431,0.71283523,0.822815684,0.900957553,1.04817372
7:00,0.568609012,0.62644959,0.729217668,0.862028893,0.984637244,1.051302515
7:15,0.556665406,0.620580429,0.796587672,0.807282206,0.98046188,1.005473824
7:30,0.507877765,0.695522202,0.762009496,0.852197944,0.983532349,1.046447523
7:45,0.593781511,0.670939688,0.713102913,0.897408143,0.991866338,1.006673141
8:00,0.542683435,0.698682612,0.761025966,0.845729923,0.920902237,1.012123136
8:15,0.578033409,0.694614555,0.709148543,0.865643407,0.901871286,1.07961875
8:30,0.555232362,0.656219536,0.731874737,0.88087813,0.951802659,1.037859888
8:45,0.577695462,0.677583951,0.737404566,0.825078465,0.926972832,1.020681679
9:00,0.585522692,0.691849108,0.756280937,0.890573249,0.901918712,1.011509431
9:15,0.541669492,0.641918157,0.724344321,0.855038003,0.902768832,1.061210895
9:30,0.5459045,0.675920954,0.713627408,0.849160206,0.989809946,1.054752269
9:45,0.586982971,0.693225196,0.702445522,0.846821916,0.909489411,1.035266534
10:00,0.592802042,0.667006241,0.718971777,0.851637048,0.970439953,1.053154146
10:15,0.583747038,0.680590673,0.758433688,0.807869422,0.971430123,1.087939079
10:30,0.557883467,0.602147893,0.701070196,0.883676399,0.997043977,1.049887741
10:45,0.575285601,0.606012746,0.747732828,0.840901287,0.944984314,1.006947002
11:00,0.539110109,0.692186993,0.711794293,0.888635264,0.942897001,1.015775182
11:15,0.591710921,0.655625123,0.768776945,0.871702728,0.925326725,1.004847451
11:30,0.532675858,0.613530574,0.75635034,0.832256761,0.97553221,1.06229756
11:45,0.562348419,0.695808825,0.716210605,0.896135828,0.931610491,1.038157371
12:00,0.562877059,0.666450986,0.724670906,0.87158983,0.954941084,1.052688348
12:15,0.53425736,0.641893832,0.719937792,0.840346658,0.99960624,1.001723553
12:30,0.599877497,0.656472197,0.774629507,0.879689619,0.91756887,1.034495501
12:45,0.536208426,0.696242236,0.76884576,0.821488024,0.976979632,1.08097477
13:00,0.593676566,0.661021053,0.7383577,0.808036241,0.950428792,1.040332055
13:15,0.590782877,0.600787964,0.740951612,0.854993073,0.970016267,1.038868029
13:30,0.567499841,0.619588654,0.732553683,0.834712483,0.959678195,1.024958756
13:45,0.546860481,0.67385547,0.760178192,0.82625362,0.903656941,1.074416564
14:00,0.594316454,0.617474336,0.722265982,0.840978096,0.950345098,1.070616198
14:15,0.535897912,0.693269989,0.749874842,0.819685569,0.933279306,1.037718872
14:30,0.531679454,0.67172089,0.78598395,0.883141983,0.990558533,1.06371339
14:45,0.525683376,0.651820518,0.752280003,0.873769547,0.975739383,1.092706202
15:00,0.58715608,0.699418561,0.775949896,0.863805354,0.934782768,1.044169
15:15,0.575925264,0.648689827,0.736569063,0.831270216,0.962721981,1.083400554
15:30,0.566712249,0.661138992,0.724504453,0.837103672,0.96902961,1.002047279
15:45,0.586643679,0.620925624,0.738533061,0.883011667,0.930929359,1.068181315
16:00,0.581527049,0.649798495,0.728491537,0.816683952,0.937105398,1.002526589
16:15,0.585898594,0.642842322,0.704911258,0.871229111,0.929598237,1.056939852
16:30,0.558628737,0.650196064,0.792222638,0.856340647,0.9113131,1.068739323
16:45,0.533952912,0.694831965,0.796783557,0.883926024,0.943440929,1.057867658
17:00,0.502944582,0.644279498,0.781170259,0.875837438,0.934405041,1.071323052
17:15,0.516094155,0.604884759,0.737123597,0.806448956,0.936323446,1.043576489
17:30,0.586130763,0.628276327,0.799221478,0.818034238,0.969200334,1.005749068
17:45,0.507762917,0.651154077,0.775786063,0.853221914,0.980698174,1.093606028
18:00,0.504894627,0.668238752,0.727970306,0.885777723,0.996688605,1.052238158
18:15,0.538082152,0.643955108,0.715431657,0.88677549,0.912971298,1.09357436
18:30,0.594577374,0.65285399,0.725605992,0.85929233,0.980984201,1.046702239
18:45,0.582503446,0.639197235,0.779198084,0.895037903,0.927784685,1.051365818
19:00,0.539787941,0.674361218,0.702565496,0.849466089,0.995075662,1.078806858
19:15,0.549399618,0.617546376,0.740877035,0.866888814,0.955225708,1.00751205
19:30,0.543431839,0.697610464,0.725224673,0.806482512,0.913838984,1.017332856
19:45,0.524905383,0.650447598,0.792116323,0.892171604,0.977909982,1.065606809
20:00,0.578216936,0.688190008,0.772540785,0.874760926,0.998480608,1.057235092
20:15,0.577454384,0.650826646,0.760006085,0.815648548,0.974340018,1.036041657
