Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
00:00,0.1,0.2,0.3,0.4,0.5,0.6
00:15,0.2,0.5,0.7,0.1,0.8,0.7
00:30,0.3,0.4,0.5,0.6,0.7,0.8
00:45,0.4,0.5,0.6,0.7,0.8,0.9
01:00,0.5,0.6,0.7,0.8,0.9,1.0
01:15,0.5,0.6,0.7,0.8,0.9,1.0
01:30,0.5,0.6,0.7,0.8,0.9,1.0
01:45,0.5,0.6,0.7,0.8,0.9,1.0
02:00,0.5,0.6,0.7,0.8,0.9,1.0
02:15,0.5,0.6,0.7,0.8,0.9,1.0
02:30,0.5,0.6,0.7,0.8,0.9,1.0
02:45,0.5,0.6,0.7,0.8,0.9,1.0
03:00,0.5,0.6,0.7,0.8,0.9,1.0
03:15,0.5,0.6,0.7,0.8,0.9,1.0
03:30,0.5,0.6,0.7,0.8,0.9,1.0
03:45,0.5,0.6,0.7,0.8,0.9,1.0
04:00,0.5,0.6,0.7,0.8,0.9,1.0
04:15,0.5,0.6,0.7,0.8,0.9,1.0
04:30,0.5,0.6,0.7,0.8,0.9,1.0
04:45,0.5,0.6,0.7,0.8,0.9,1.0
05:00,0.5,0.6,0.7,0.8,0.9,1.0
05:15,0.5,0.6,0.7,0.8,0.9,1.0
05:30,0.5,0.6,0.7,0.8,0.9,1.0
05:45,0.5,0.6,0.7,0.8,0.9,1.0
06:00,0.5,0.6,0.7,0.8,0.9,1.0
06:15,0.5,0.6,0.7,0.8,0.9,1.0
06:30,0.5,0.6,0.7,0.8,0.9,1.0
06:45,0.5,0.6,0.7,0.8,0.9,1.0
07:00,0.5,0.6,0.7,0.8,0.9,1.0
07:15,0.5,0.6,0.7,0.8,0.9,1.0
