Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
0:00,0.1,0.2,0.3,0.4,0.5,0.6
0:15,0.2,0.5,0.7,0.1,0.8,0.7
0:30,0.3,0.4,0.5,0.6,0.7,0.8
0:45,0.4,0.5,0.6,0.7,0.8,0.9
1:00,0.539421155,0.649008735,0.710654426,0.891315161,0.970257363,1.002508377
1:15,0.511932101,0.659229089,0.707608831,0.816465081,0.928139498,1.036588429
1:30,0.572208162,0.691521289,0.790855397,0.899013883,0.911111416,1.003139413
1:45,0.50402936,0.642235429,0.709711465,0.833775631,0.951263301,1.023320403
2:00,0.557433658,0.652551913,0.719358613,0.88259653,0.962299606,1.051399042
2:15,0.508678447,0.606302859,0.710906714,0.821634951,0.906044235,1.058730797
2:30,0.551655347,0.66511291,0.795984018,0.857577429,0.940070501,1.056189819
2:45,0.561791619,0.699166914,0.703028373,0.803663418,0.968766939,1.066874548
3:00,0.51735531,0.687188394,0.794294445,0.837952945,0.992069022,1.090635424
3:15,0.519899171,0.673004343,0.779296679,0.817300478,0.922752542,1.014865794
3:30,0.521168087,0.695318759,0.755157594,0.858497336,0.936836363,1.043081317
3:45,0.566812051,0.612677497,0.733366182,0.842094984,0.939199437,1.021174167
4:00,0.546042806,0.684982691,0.767213199,0.850114481,0.932639817,1.044303692
4:15,0.515429552,0.650626898,0.770480468,0.861537569,0.923630002,1.068743839
4:30,0.509743147,0.672123305,0.742502373,0.869256619,0.946158708,1.024230723
4:45,0.537531824,0.620303327,0.742655094,0.849674701,0.902290774,1.088369293
5:00,0.538523527,0.645267658,0.775558018,0.845024642,0.907396822,1.05721824
5:15,0.51978398,0.694343316,0.791362897,0.848018775,0.914066754,1.060767547
5:30,0.514817836,0.609769262,0.790765903,0.882415629,0.951037202,1.0782135
5:45,0.560454461,0.630973607,0.76535417,0.854556558,0.939242923,1.075974763
6:00,0.513483346,0.643811925,0.759428756,0.889647187,0.99067794,1.013627208
6:15,0.599784264,0.621246247,0.755442321,0.8454511,0.967724132,1.058369063
6:30,0.594906837,0.651703101,0.766419925,0.815186282,0.966640475,1.005654567
6:45,0.561693587,0.681325187,0.752443753,0.828323713,0.920754311,1.045742883
7:00,0.55288815,0.674932375,0.767317776,0.851449364,0.998427357,1.073778776
7:15,0.55425577,0.661855889,0.760165479,0.833325057,0.920232679,1.001042518
7:30,0.5096366,0.664991354,0.769741227,0.866277201,0.901238945,1.066560893
7:45,0.524857293,0.609326703,0.741361269,0.819980004,0.962173738,1.08930787
8:00,0.586299982,0.690278828,0.759421426,0.806830305,0.912095745,1.064511436
8:15,0.554548624,0.615247416,0.723910343,0.889165523,0.968033689,1.071760456
8:30,0.531318063,0.642378209,0.761145441,0.841481378,0.971983089,1.099297786
8:45,0.548416887,0.648242925,0.737098658,0.87655464,0.935195088,1.004527979
9:00,0.537455617,0.664829883,0.716843296,0.817407021,0.972390043,1.098573747
9:15,0.587412141,0.618193908,0.79134629,0.866827933,0.907815856,1.071611202
9:30,0.531905408,0.616708336,0.721097692,0.864554922,0.940680807,1.013698952
9:45,0.578338561,0.660046953,0.722191326,0.843022381,0.971260612,1.039388051
10:00,0.570365339,0.642854385,0.758218191,0.829753588,0.916866553,1.020925799
10:15,0.536641808,0.645539595,0.70989215,0.863594171,0.95937698,1.003233253
10:30,0.527798903,0.609834843,0.781354712,0.89610806,0.924982298,1.086730437
10:45,0.582943313,0.676892338,0.706724792,0.818147531,0.94396677,1.050373768
11:00,0.525623972,0.625657351,0.764574887,0.818677622,0.922529243,1.077914454
11:15,0.518653407,0.649877945,0.728124581,0.866207224,0.92798573,1.077588506
11:30,0.593986118,0.659008152,0.709410783,0.891682136,0.987144023,1.010320751
11:45,0.545930773,0.630660059,0.701509679,0.819994801,0.941213975,1.059804514
12:00,0.539363781,0.689492175,0.794662953,0.804767685,0.929659083,1.005163648
12:15,0.534145272,0.623634528,0.752693499,0.898333095,0.962932571,1.070686551
12:30,0.583663272,0.697004376,0.729144013,0.887779058,0.905379195,1.076917786
12:45,0.582597995,0.638946315,0.782898747,0.86961421,0.95635133,1.027210941
13:00,0.502148059,0.680568203,0.714584506,0.879497768,0.962514398,1.015754156
13:15,0.520827898,0.625476639,0.785236854,0.825001605,0.900099525,1.026044206
13:30,0.588780215,0.696546873,0.72706717,0.871305865,0.98555613,1.040426786
13:45,0.501222945,0.608676962,0.767987035,0.81436371,0.996803152,1.049706483
14:00,0.522275554,0.664596368,0.74393125,0.847230849,0.995063765,1.031943512
14:15,0.521648991,0.665643974,0.796546799,0.828655388,0.938348782,1.021112054
14:30,0.597424176,0.695873636,0.766253918,0.841970268,0.909534726,1.039302099
14:45,0.575199463,0.664638571,0.71011692,0.864732057,0.935370405,1.025342532
15:00,0.561024537,0.666005583,0.701677073,0.866252604,0.980282477,1.09523049
15:15,0.512375445,0.632719416,0.798019284,0.876116989,0.988360922,1.044634245
15:30,0.550411931,0.646707183,0.799854684,0.853184641,0.913305514,1.097202844
15:45,0.526332326,0.650930842,0.762226733,0.84142476,0.999438435,1.035276568
16:00,0.572594847,0.684515864,0.756609477,0.853171432,0.911132056,1.023754059
16:15,0.53967125,0.679332648,0.766092466,0.831342324,0.99056428,1.07893278
16:30,0.573291561,0.639904403,0.775731052,0.810957855,0.992022118,1.024927021
16:45,0.596085849,0.655453627,0.723506593,0.848225621,0.929798943,1.076642248
17:00,0.540552075,0.663057814,0.726536012,0.875146235,0.923187877,1.013102316
17:15,0.570447102,0.657964466,0.710290456,0.807475575,0.970313563,1.098462663
17:30,0.565296898,0.692377293,0.74317153,0.869220233,0.903092537,1.076932149
17:45,0.56357013,0.624543524,0.74071912,0.819019528,0.906246889,1.032714821
18:00,0.526324226,0.667967843,0.797459751,0.819453451,0.917591866,1.011850065
18:15,0.54447767,0.669197977,0.763695274,0.867444276,0.963903058,1.049859992
18:30,0.532855431,0.67315056,0.785546589,0.825360434,0.954190055,1.067954109
18:45,0.554610299,0.660793589,0.735663702,0.878232316,0.938621205,1.036134722
19:00,0.543441657,0.677835065,0.711903546,0.870154275,0.9071542,1.079786926
19:15,0.587440188,0.640353566,0.771072164,0.854474063,0.951826295,1.058778198
19:30,0.520740503,0.699005434,0.755941407,0.812641741,0.935590294,1.079016149
19:45,0.516410059,0.62996407,0.716412168,0.888499551,0.900521368,1.043546816
20:00,0.516240402,0.643657387,0.736301012,0.894353873,0.917041307,1.092806443
20:15,0.532676587,0.626152944,0.779304799,0.893888153,0.944606705,1.09037262
